,Unnamed: 0,steam_appid,name,english,publisher,platforms,genres,average_playtime,median_playtime,owners,price,grade,month,year,economic_success,release_year,release_month,local_multi_player,mmo,multi_player,online_co_op,online_multi_player,single_player,action,adventure,casual,indie,massively_multiplayer,rpg,racing,simulation,sports,strategyviolent
656,2044,253510,WARMACHINE: Tactics,1.0,Privateer Press Interactive,windows,Indie;Strategy,273.0,273.0,0.1,0.0,0.450441609421001,11.0,2014.0,0.0,2014,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
657,2045,253570,Gentlemen!,1.0,Blazing Griffin,windows,Action;Indie,8.0,8.0,0.02,3.99,0.3759398496240601,11.0,2013.0,0.13965,2013,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
658,2046,253610,Wrack,1.0,Final Boss Entertainment,windows,Action;Indie,48.0,78.0,0.05,6.99,0.7303149606299213,9.0,2014.0,0.52425,2014,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
659,2049,253710,theHunter Classic,1.0,Expansive Worlds;Avalanche Studios,windows,Action;Adventure;Free to Play;Simulation;Sports,163.0,29.0,5.0,0.0,0.42618187236896027,6.0,2014.0,0.0,2014,6,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0
660,2050,253750,Ikaruga,1.0,Treasure,windows,Action;Indie,454.0,482.0,0.1,6.99,0.952316076294278,2.0,2014.0,1.0485,2014,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
661,2051,253770,Bus-Simulator 2012,1.0,astragon Entertainment,windows,Simulation,47.0,47.0,0.05,7.19,0.36184971098265895,11.0,2013.0,0.53925,2013,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
662,2053,253840,Shantae: Half-Genie Hero,1.0,WayForward,windows,Action;Adventure;Indie,309.0,416.0,0.1,14.99,0.9141630901287554,12.0,2016.0,2.2485,2016,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
665,2056,253900,Knights and Merchants,1.0,Topware Interactive,windows,Simulation;Strategy,239.0,257.0,0.5,4.99,0.8196778711484594,10.0,2013.0,3.7425,2013,10,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
666,2058,253980,Enclave,1.0,Topware Interactive,windows,RPG,213.0,227.0,1.0,3.99,0.7815915627996165,10.0,2013.0,5.985,2013,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
667,2059,254060,KnightShift,1.0,Topware Interactive,windows,RPG;Strategy,254.0,291.0,0.5,4.99,0.5964240102171137,9.0,2013.0,3.7425,2013,9,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
669,2062,254300,Dofus,1.0,Ankama Games,windows,Adventure;Massively Multiplayer;RPG;Strategy,244.0,244.0,0.05,0.0,0.7213114754098361,11.0,2016.0,0.0,2016,11,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0
670,2065,254460,Obscure,1.0,Mighty Rocket Studio,windows,Action;Adventure,0.0,0.0,0.05,4.99,0.9256756756756755,3.0,2014.0,0.37425,2014,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
671,2066,254480,Obscure II (Obscure: The Aftermath),1.0,Mighty Rocket Studio,windows,Action;Adventure,0.0,0.0,0.05,6.99,0.7993920972644377,3.0,2014.0,0.52425,2014,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
673,2074,254960,Silent Storm Gold Edition,1.0,THQ Nordic,windows,Action;RPG;Strategy,39.0,39.0,0.2,8.99,0.8979591836734694,10.0,2013.0,3.1465,2013,10,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
674,2076,255220,GRID Autosport,1.0,Codemasters;Feral Interactive (Mac);Feral Interactive (Linux),windows,Racing;Sports,228.0,417.0,0.5,24.99,0.755281957744338,6.0,2014.0,18.7425,2014,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
675,2077,255260,Pro Cycling Manager 2014,1.0,Focus Home Interactive,windows,Simulation,0.0,0.0,0.02,6.99,0.6583333333333333,6.0,2014.0,0.24465,2014,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
676,2079,255300,Journey of a Roach,1.0,Daedalic Entertainment,windows,Adventure;Indie,280.0,487.0,0.1,5.99,0.8780068728522337,11.0,2013.0,0.8985,2013,11,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
677,2082,255370,KickBeat Steam Edition,1.0,Zen Studios,windows,Action;Indie,195.0,201.0,0.1,6.99,0.6537931034482759,1.0,2014.0,1.0485,2014,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
678,2083,255390,Max: The Curse of Brotherhood,1.0,Microsoft Studios,windows,Adventure,0.0,0.0,0.05,10.99,0.9480901077375122,5.0,2014.0,0.82425,2014,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
679,2085,255710,Cities: Skylines,1.0,Paradox Interactive,windows,Simulation;Strategy,3225.0,444.0,5.0,22.99,0.9183637401778189,3.0,2015.0,172.425,2015,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
680,2087,255940,The 11th Hour,1.0,Nightdive Studios,windows,Adventure,1.0,1.0,0.1,4.79,0.4598540145985402,10.0,2013.0,0.7185,2013,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
681,2088,255960,Bad Mojo Redux,1.0,Nightdive Studios,windows,Adventure;Simulation,2.0,2.0,0.02,4.79,0.8555555555555555,7.0,2014.0,0.16765,2014,7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
682,2089,256010,Jagged Alliance Flashback,1.0,Full Control;THQ Nordic,windows,Indie;RPG;Strategy,269.0,269.0,0.02,14.99,0.4579710144927536,10.0,2014.0,0.52465,2014,10,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
683,2090,256030,Shadows: Heretic Kingdoms,1.0,Kalypso Media Digital,windows,Indie;RPG,0.0,0.0,0.02,29.99,0.6270718232044199,11.0,2014.0,1.04965,2014,11,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
684,2091,256070,Truck Racer,1.0,Plug In Digital;Bigben Interactive,windows,Racing,0.0,0.0,0.02,6.99,0.7383720930232558,10.0,2013.0,0.24465,2013,10,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
685,2093,256290,Child of Light,1.0,Ubisoft,windows,RPG,605.0,818.0,0.5,12.49,0.930362636338212,4.0,2014.0,9.3675,2014,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
686,2094,256330,WRC 4 FIA World Rally Championship,1.0,Plug In Digital;Bigben Interactive,windows,Racing,0.0,0.0,0.05,24.99,0.6387614678899083,10.0,2013.0,1.87425,2013,10,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
687,2095,256370,MXGP - The Official Motocross Videogame,1.0,Plug In Digital;Milestone S.r.l.,windows,Racing;Simulation;Sports,0.0,0.0,0.05,7.19,0.7795180722891566,3.0,2014.0,0.53925,2014,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
688,2096,256390,MotoGP™14,1.0,Plug In Digital;Milestone S.r.l.,windows,Racing;Simulation;Sports,309.0,309.0,0.02,7.19,0.4821002386634845,6.0,2014.0,0.25165,2014,6,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
689,2097,256460,Cosmic Star Heroine,1.0,Zeboyd Games,windows,Indie;RPG,283.0,302.0,0.02,10.99,0.9011764705882352,4.0,2017.0,0.38465,2017,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
690,2105,257510,The Talos Principle,1.0,Devolver Digital;Croteam,windows,Action;Adventure;Indie,230.0,186.0,1.0,29.99,0.9564421262900898,12.0,2014.0,44.985,2014,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
691,2108,257690,J.U.L.I.A.: Among the Stars,1.0,CBE Software s.r.o.,windows,Adventure;Indie,1.0,1.0,0.02,14.99,0.8565400843881856,9.0,2014.0,0.52465,2014,9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
693,2113,257790,Riptide GP2,1.0,Vector Unit,windows,Action;Indie;Racing;Simulation;Sports,0.0,0.0,0.02,4.99,0.8798955613577023,3.0,2014.0,0.17465,2014,3,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0
694,2116,257870,Eschalon: Book III,1.0,Basilisk Games,windows,Adventure;Indie;RPG,0.0,0.0,0.02,6.99,0.7586206896551724,2.0,2014.0,0.24465,2014,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
695,2121,258070,Probability 0,1.0,none,windows,Action;Indie,0.0,0.0,0.02,4.99,0.7843137254901961,6.0,2014.0,0.17465,2014,6,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
696,2122,258090,99 Spirits,1.0,Fruitbat Factory,windows,Adventure;Indie;RPG,380.0,380.0,0.05,6.99,0.5927977839335179,11.0,2013.0,0.52425,2013,11,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
697,2123,258180,Deus Ex: The Fall,1.0,Square Enix,windows,Action;Adventure;RPG,81.0,81.0,0.5,7.99,0.3202846975088968,3.0,2014.0,5.9925,2014,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
698,2129,258880,Professional Farmer 2014,1.0,United Independent Entertainment GmbH,windows,Simulation,967.0,967.0,0.1,14.99,0.4520547945205479,11.0,2013.0,2.2485,2013,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
699,2130,258890,Type:Rider,1.0,Plug In Digital,windows,Indie,0.0,0.0,0.1,3.99,0.7998575498575499,11.0,2013.0,0.5985,2013,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
700,2131,258910,Citizens of Earth,1.0,SEGA,windows,RPG,529.0,579.0,0.1,9.99,0.7774193548387097,1.0,2015.0,1.4985,2015,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
701,2133,258970,Gauntlet™ Slayer Edition,1.0,WB Games,windows,Action;Adventure;RPG,152.0,196.0,0.5,14.99,0.7802935665209244,9.0,2014.0,11.2425,2014,9,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
702,2134,259020,Dragon's Prophet,1.0,Infernum Productions AG,windows,Action;Free to Play;Massively Multiplayer;RPG,152.0,183.0,0.2,0.0,0.6898954703832753,9.0,2013.0,0.0,2013,9,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
703,2138,259170,Alone in the Dark,1.0,THQ Nordic,windows,Action;Adventure,86.0,86.0,0.05,6.99,0.3956262425447316,10.0,2013.0,0.52425,2013,10,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
704,2140,259320,Heli Heroes,1.0,Topware Interactive,windows,Action;Casual,282.0,273.0,0.2,3.99,0.45625,11.0,2013.0,1.3965,2013,11,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
705,2141,259340,Chicken Shoot Gold,1.0,Topware Interactive,windows,Action;Casual;Indie,326.0,301.0,0.1,4.99,0.5627530364372471,11.0,2003.0,0.7485,2003,11,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
707,2152,259660,Void Destroyer,1.0,Iteration 11,windows,Action;Adventure;Indie;Simulation;Strategy,9.0,9.0,0.05,7.19,0.6363636363636364,1.0,2015.0,0.53925,2015,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
709,2159,259890,Agricultural Simulator: Historical Farming,1.0,United Independent Entertainment GmbH,windows,Simulation,191.0,191.0,0.05,6.99,0.2480314960629921,11.0,2013.0,0.52425,2013,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
710,2160,259910,Farming Giant,1.0,Toplitz Productions,windows,Simulation,20.0,20.0,0.02,1.69,0.2146118721461187,11.0,2013.0,0.05915,2013,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
711,2169,260130,Agarest: Generations of War Zero,1.0,Ghostlight LTD,windows,Adventure;RPG;Strategy,943.0,943.0,0.05,14.99,0.7560975609756098,4.0,2014.0,1.12425,2014,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
712,2170,260160,The Last Tinker™: City of Colors,1.0,Daedalic Entertainment,windows,Action;Adventure;Indie,0.0,0.0,0.05,7.99,0.8184818481848185,5.0,2014.0,0.59925,2014,5,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
713,2171,260190,Marc Eckō's Getting Up: Contents Under Pressure,1.0,Devolver Digital,windows,Action;Adventure,0.0,0.0,0.05,11.99,0.9163722025912838,12.0,2013.0,0.89925,2013,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
714,2172,260210,Assassin’s Creed® Liberation HD,1.0,Ubisoft,windows,Action;Adventure,934.0,934.0,0.1,16.99,0.576969696969697,1.0,2014.0,2.5484999999999993,2014,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
715,2173,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,1.0,Ubisoft,windows,Adventure,509.0,569.0,0.2,12.49,0.956659942539275,6.0,2014.0,4.3715,2014,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
716,2174,260250,Blood of the Werewolf,1.0,Scientifically Proven,windows,Action;Indie,205.0,205.0,0.05,1.59,0.6072664359861591,10.0,2013.0,0.11925,2013,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
717,2178,260410,Get Off My Lawn!,1.0,Digital Leisure Inc.,windows,Casual;Free to Play;Indie,7.0,8.0,0.2,0.0,0.7408616187989556,11.0,2014.0,0.0,2014,11,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
718,2179,260430,The Four Kings Casino and Slots,1.0,Digital Leisure Inc.,windows,Casual;Free to Play;Massively Multiplayer;Simulation,388.0,388.0,0.2,0.0,0.6844207723035952,6.0,2015.0,0.0,2015,6,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
719,2183,260650,Cold War,1.0,THQ Nordic,windows,Action,0.0,0.0,0.02,4.49,0.6324324324324324,1.0,2014.0,0.15715,2014,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
720,2184,260690,Dark Fall: The Journal,1.0,THQ Nordic,windows,Adventure,0.0,0.0,0.05,4.49,0.7448275862068966,12.0,2013.0,0.33675,2013,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
721,2185,260710,Dark Fall 2: Lights Out,1.0,THQ Nordic,windows,Adventure,0.0,0.0,0.05,4.49,0.68,12.0,2013.0,0.33675,2013,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
722,2186,260730,Desperados: Wanted Dead or Alive,1.0,THQ Nordic,windows,Action;Strategy,0.0,0.0,0.1,4.49,0.7744774477447744,11.0,2013.0,0.6735,2013,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
723,2187,260750,Neighbours from Hell Compilation,1.0,THQ Nordic,windows,Adventure;Casual,170.0,170.0,0.2,8.99,0.9698224852071006,11.0,2013.0,3.1465,2013,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
724,2188,260790,1001 Spikes,1.0,"Nicalis, Inc.",windows,Action;Adventure;Indie,214.0,215.0,0.05,9.99,0.8154121863799283,6.0,2014.0,0.74925,2014,6,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
725,2189,260930,Emergency 2014,1.0,Sixteen Tons Entertainment,windows,Simulation,0.0,0.0,0.05,7.19,0.5446428571428571,11.0,2013.0,0.53925,2013,11,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
726,2190,261110,Killer is Dead - Nightmare Edition,1.0,Deep Silver,windows,Action,278.0,280.0,1.0,14.99,0.7554671968190855,5.0,2014.0,22.485,2014,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
728,2193,261470,Distant Worlds: Universe,1.0,Slitherine Ltd.,windows,Simulation;Strategy,209.0,209.0,0.05,44.98,0.7682291666666666,5.0,2014.0,3.3734999999999995,2014,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
729,2194,261490,Bedlam,1.0,KISS ltd,windows,Action;Indie,150.0,150.0,0.1,9.99,0.7562913907284768,10.0,2015.0,1.4985,2015,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
730,2196,261530,Lifeless Planet Premier Edition,1.0,Serenity Forge,windows,Action;Adventure;Indie,0.0,0.0,0.1,14.99,0.7702604920405209,6.0,2014.0,2.2485,2014,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
731,2197,261640,Borderlands: The Pre-Sequel,1.0,2K;Aspyr (Mac);Aspyr (Linux),windows,Action;RPG,1661.0,886.0,2.0,29.99,0.7691153058903798,10.0,2014.0,104.965,2014,10,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
733,2203,261880,Corporate Lifestyle Simulator,1.0,DolphinBarn,windows,Action;Casual;Indie,0.0,0.0,0.1,3.99,0.8356643356643356,3.0,2014.0,0.5985,2014,3,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
736,2206,261940,The Mysterious Cities of Gold,1.0,Neko Entertainment,windows,Adventure;Casual;Indie,0.0,0.0,0.02,8.99,0.7209302325581395,11.0,2013.0,0.31465,2013,11,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
737,2209,262060,Darkest Dungeon®,1.0,Red Hook Studios,windows,Indie;RPG;Strategy,1121.0,619.0,2.0,18.99,0.8603914259086672,1.0,2016.0,66.46499999999999,2016,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
740,2212,262120,Toy Soldiers: Complete,1.0,Signal Studios,windows,Action;Casual;Indie;Simulation;Strategy,57.0,57.0,0.05,10.99,0.7548579970104634,2.0,2016.0,0.82425,2016,2,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0
742,2218,262280,Dungeons 2,1.0,Kalypso Media Digital,windows,RPG;Simulation;Strategy,282.0,296.0,1.0,14.99,0.7945169712793734,4.0,2015.0,22.485,2015,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
743,2219,262300,Tsukumogami,0.0,Fruitbat Factory,windows,Adventure;Indie;RPG,0.0,0.0,0.05,22.99,0.66,5.0,2012.0,1.7242499999999998,2012,5,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
744,2220,262390,Cloudbuilt,1.0,Rising Star Games,windows,Action;Indie,171.0,219.0,0.1,14.99,0.8521212121212122,3.0,2014.0,2.2485,2014,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
745,2221,262410,World of Guns: Gun Disassembly,1.0,Noble Empire Corp.,windows,Free to Play;Indie;Simulation,99.0,43.0,2.0,0.0,0.8293515358361775,5.0,2014.0,0.0,2014,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
746,2223,262470,Rollers of the Realm,1.0,SEGA,windows,Action;Adventure;Casual;Indie;RPG,172.0,172.0,0.1,6.99,0.9020408163265308,11.0,2014.0,1.0485,2014,11,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
750,2230,262690,Little Racers STREET,1.0,Milkstone Studios,windows,Casual;Indie;Racing,0.0,0.0,0.1,4.79,0.8302961275626424,2.0,2014.0,0.7185,2014,2,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
751,2231,262750,GoD Factory: Wingmen,1.0,Nine Dots Studio,windows,Action;Indie;Simulation;Strategy,810.0,810.0,0.02,15.49,0.6940789473684209,8.0,2014.0,0.54215,2014,8,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
