,appid,name,publisher,genres,owners,price,economic_success,total_ratings,rating_ratio,rating,release_year,release_month,local_multi_player,mmo,multi_player,online_co_op,online_multi_player,single_player,action,adventure,casual,indie,massively_multiplayer,rpg,racing,simulation,sports,strategyviolent,type
0,340,Half-Life 2: Lost Coast,Valve,Action,14.508657738524219,0.0,0.0,7484,0.8567610903260289,82.75477110594616,2005,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Free
1,440,Team Fortress 2,Valve,Action;Free to Play,17.72753356339242,0.0,0.0,625127,0.9406408617768869,93.2175737533884,2007,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Free
2,570,Dota 2,Valve,Action;Free to Play;Strategy,18.420680743952367,0.0,0.0,1192192,0.8540335784840026,84.77053468137579,2013,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Free
3,630,Alien Swarm,Valve,Action,13.815510557964274,0.0,0.0,18920,0.9485200845665962,92.40560503154278,2010,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Free
4,730,Counter-Strike: Global Offensive,Valve,Action;Free to Play,16.811242831518264,0.0,0.0,3766232,0.8750371724312257,87.0450991378021,2012,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Free
6,3483,Peggle Extreme,"PopCap Games, Inc.",Casual,12.206072645530174,0.0,0.0,852,0.9295774647887324,86.86305091553646,2007,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Free
8,6370,Bloodline Champions,Stunlock Studios,Action;Free to Play;Massively Multiplayer,13.122363377404328,0.0,0.0,1608,0.8588308457711443,81.23142326217018,2011,10,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,Free
9,8310,Bone: Out From Boneville,Telltale Games,Adventure,9.903487552536127,0.0,0.0,158,0.5253164556962026,46.82074705033564,2008,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Free
10,8320,Bone: The Great Cow Race,Telltale Games,Adventure,10.819778284410283,0.0,0.0,87,0.5862068965517241,51.005629867271416,2008,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Free
11,8500,EVE Online,CCP,Action;Free to Play;Massively Multiplayer;RPG;Strategy,14.508657738524219,0.0,0.0,14886,0.7619911326078195,74.08669558926024,2010,12,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,Free
12,9880,Champions Online,Perfect World Entertainment,Free to Play;Massively Multiplayer;RPG,13.815510557964274,0.0,0.0,3134,0.7096362476068921,67.81925636821197,2011,6,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Free
13,9900,Star Trek Online,Perfect World Entertainment,Free to Play;Massively Multiplayer;RPG,14.508657738524219,0.0,0.0,11257,0.7674335968730568,74.4291673488665,2012,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Free
14,11020,TrackMania Nations Forever,Ubisoft,Racing,14.508657738524219,0.0,0.0,10751,0.870523672216538,84.39071446203036,2008,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Free
15,11130,Sherlock Holmes: The Mystery of the Mummy,Frogwares,Adventure,11.512925464970229,0.0,0.0,208,0.30288461538461536,27.2558722798233,2009,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Free
16,12170,Grand Theft Auto,Rockstar Games,Action,13.122363377404328,0.0,0.0,252,0.8690476190476191,78.68986309285117,2008,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Free
17,12180,Grand Theft Auto 2,Rockstar Games,Action,13.122363377404328,0.0,0.0,236,0.9194915254237288,83.08479528617488,2008,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Free
18,13140,America's Army 3,U.S. Army,Action,13.815510557964274,0.0,0.0,2290,0.6812227074235808,64.8049246551393,2009,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Free
19,17080,Tribes: Ascend,Hi-Rez Studios,Action;Free to Play,14.508657738524219,0.0,0.0,8285,0.7929993964996982,76.67751206724547,2012,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Free
20,17500,Zombie Panic! Source,Zombie Panic! Team,Action;Adventure;Casual;Free to Play;Indie,13.122363377404328,0.0,0.0,6492,0.85150955021565,82.12056097268422,2008,10,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,Free
21,17570,"Pirates, Vikings, and Knights II",Octoshark Studios,Action;Free to Play;Indie,13.815510557964274,0.0,0.0,4857,0.8702903026559605,83.64916132418236,2010,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Free
22,17740,Empires Mod,Empires,Action;Free to Play;Strategy,11.512925464970229,0.0,0.0,871,0.8553386911595867,79.96298072985078,2008,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Free
23,22350,BRINK,Bethesda Softworks,Action;Free to Play,13.815510557964274,0.0,0.0,6230,0.6089887640449438,58.70453811729468,2011,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Free
24,24200,DC Universe™ Online,Daybreak Game Company,Action;Adventure;Free to Play;Massively Multiplayer;RPG,14.508657738524219,0.0,0.0,13686,0.7931462808709631,77.05950403636368,2011,11,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,Free
25,25600,Eschalon: Book I,Basilisk Games,Indie;RPG,10.819778284410283,0.0,0.0,214,0.8598130841121495,77.44558931187807,2009,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Free
26,35800,BRAINPIPE: A Plunge to Unhumanity,Digital Eel,Casual;Indie,10.819778284410283,0.0,0.0,149,0.8523489932885906,75.8047468592342,2009,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Free
27,39000,Moonbase Alpha,NASA,Adventure;Simulation;Strategy,13.815510557964274,0.0,0.0,11367,0.8975103369402657,87.05250582834337,2010,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,Free
28,39120,RIFT,Trion Worlds,Free to Play;Massively Multiplayer;RPG,14.508657738524219,0.0,0.0,9485,0.7466526093832367,72.29461182759268,2011,3,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,Free
29,41100,Hammerfight,KranX Productions,Action;Indie,12.206072645530174,0.0,0.0,1603,0.6731129132875858,63.662111455506384,2009,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Free
30,41300,Altitude,Nimbly Games,Action;Free to Play;Indie,12.206072645530174,0.0,0.0,1712,0.9228971962616822,87.38442196714139,2009,12,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Free
31,47410,Stronghold Kingdoms,FireFly Studios,Free to Play;Massively Multiplayer;Strategy,13.815510557964274,0.0,0.0,7813,0.6521182644310765,63.01687607961932,2012,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Free
32,60600,ProtoGalaxy,Source Studio Ltd.,Action;Indie,10.819778284410283,0.0,0.0,54,0.5555555555555556,47.241821530120895,2010,10,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Free
33,72900,Winter Voices,Clara Lehenaff,Adventure;Indie;RPG,10.819778284410283,0.0,0.0,222,0.6396396396396397,57.68345020277727,2010,10,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,Free
34,94590,Puzzle Agent 2,Telltale Games,Adventure;Casual,12.206072645530174,10.0,15.068273812173887,733,0.8744884038199181,81.45005137799683,2011,6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Premium
35,94620,Hector: Badge of Carnage - Full Series,Telltale Games,Adventure;Casual,12.206072645530174,15.5,15.506528641722577,197,0.9187817258883249,82.52805138086052,2011,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Premium
36,95300,Capsized,Alientrap,Action;Indie,12.206072645530174,10.0,15.068273812173887,972,0.772633744855967,72.39446073865989,2011,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
37,95400,ibb & obb,Sparpweed,Action;Adventure;Indie,12.206072645530174,12.0,15.250595321348806,3690,0.9360433604336044,89.65568627562828,2014,5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,Premium
38,95700,The Cat and the Coup,Peter Brinson and Kurosh ValaNejad,Free to Play;Indie,11.512925464970229,0.0,0.0,915,0.9366120218579235,87.65070565804459,2011,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Free
39,95900,Air Conflicts: Secret Wars,Games Farm,Action;Simulation,10.819778284410283,6.0,13.017005083966255,298,0.6140939597315436,55.889212113826304,2011,7,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,Premium
40,96000,The Tiny Bang Story,Colibri Games,Adventure;Casual;Indie,16.11809565095832,5.0,18.132998684833918,4931,0.8736564591360779,83.98810997899872,2011,4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Premium
41,96100,Defy Gravity Extended,Fish Factory Games,Action;Casual;Indie,13.815510557964274,0.91,14.126665719201661,8777,0.8611142759485018,83.31276566417995,2016,3,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,Premium
42,96200,Steel Storm: Burning Retribution,Kot in Action Creative Artel,Action;Indie,12.206072645530174,15.0,15.473738825043979,306,0.6143790849673203,55.95888487602734,2011,5,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
43,96800,Nexuiz,IllFonic;Psyop Games,Action,12.206072645530174,10.0,15.068273812173887,288,0.6041666666666666,54.92982158950128,2012,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
45,97000,Solar 2,Murudai,Indie;Casual,12.206072645530174,10.0,15.068273812173887,1778,0.9077615298087739,86.005900934355,2011,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Premium
46,97100,Section 8®: Prejudice™,Atari,Action,12.206072645530174,10.0,15.068273812173887,947,0.7613516367476241,71.29960464620163,2011,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
48,98100,Trauma,Krystian Majewski,Adventure;Casual;Indie,12.206072645530174,3.0,13.864301674514206,598,0.6839464882943144,63.40691414131881,2011,8,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Premium
49,98200,Frozen Synapse,Mode 7,Indie;Strategy,13.122363377404328,24.0,16.705882371415992,2454,0.8215158924205379,78.23345973785744,2011,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Premium
50,98400,Hard Reset Extended Edition,Good Shepherd Entertainment,Action;Indie,13.122363377404328,15.0,16.23587877550359,4024,0.8280318091451292,79.40008361503816,2012,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
51,98500,Naval Warfare,Immanitas Entertainment GmbH,Action;Indie,11.512925464970229,3.0,13.017005083966255,258,0.5310077519379846,48.11657763643063,2011,5,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
52,98800,Dungeons of Dredmor,"Gaslamp Games, Inc.",Casual;Indie;RPG,12.206072645530174,5.0,14.375126917328105,4314,0.9432081594807603,90.52470148636709,2011,7,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,Premium
53,98900,Alien Hallway,Sigma Team Inc.,Action;Casual;Indie;Strategy,10.819778284410283,5.0,12.834683971615659,248,0.6129032258064516,55.468834234604024,2011,8,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,Premium
54,99100,Dungeons and Dragons: Daggerdale,Atari,Action;RPG,11.512925464970229,15.0,14.626441218624949,395,0.2607594936708861,23.922047251360976,2011,6,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,Premium
56,99300,Renegade Ops,SEGA,Action,13.122363377404328,15.0,16.23587877550359,2152,0.8573420074349443,81.4803927992242,2011,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
57,99400,Garshasp: The Monster Slayer,Digital Dragon,Action;Indie,10.819778284410283,5.0,12.834683971615659,334,0.47904191616766467,43.74288906403728,2011,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
58,99410,Garshasp: Temple of the Dragon,Digital Dragon,Action;Indie,9.903487552536127,5.0,12.07254696717504,123,0.3252032520325203,28.710174414802204,2012,9,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
59,99700,NightSky,"Nicalis, Inc.",Casual;Indie;Strategy,12.206072645530174,10.0,15.068273812173887,862,0.882830626450116,82.51513135590274,2011,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Premium
60,99900,Spiral Knights,"Grey Havens, LLC",Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG,14.508657738524219,0.0,0.0,19913,0.8355847938532617,81.43628643815569,2011,6,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,Free
61,99910,Puzzle Pirates,"Grey Havens, LLC",Adventure;Casual;Free to Play;Massively Multiplayer;Strategy,12.206072645530174,0.0,0.0,1296,0.8001543209876543,75.39103146868442,2011,8,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,Free
63,102200,Runespell: Overture,Mystic Box,Adventure;Indie;RPG,10.819778284410283,10.0,13.527829818844937,341,0.7653958944281525,69.93207281110291,2011,7,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,Premium
64,102400,Vertex Dispenser,Michael Brough,Action;Indie;Strategy,9.903487552536127,10.0,12.765691290604371,29,0.6896551724137931,56.57914301223536,2011,6,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
65,102500,Kingdoms of Amalur: Reckoning™,38 Studios;Electronic Arts,Action;RPG,13.815510557964274,29.0,17.588271519047417,10908,0.8818298496516318,85.49850345955724,2012,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Premium
66,102600,Orcs Must Die!,Robot Entertainment,Action;Indie;Strategy,13.815510557964274,10.0,16.52356082573315,5795,0.9672131147540983,93.15944477781028,2011,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
67,102810,Gatling Gears,Vanguard Games,Action;Adventure;Indie,9.903487552536127,10.0,12.765691290604371,116,0.8189655172413793,72.13206005092572,2011,8,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
68,102840,Shank 2,Klei Entertainment,Action;Adventure;Indie,13.122363377404328,10.0,15.830413711839864,2307,0.8227134807108799,78.273891462667,2012,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
69,102850,Warp,Electronic Arts,Action;Adventure;Indie,9.903487552536127,10.0,12.765691290604371,282,0.7198581560283688,65.4068794167933,2012,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
70,104000,iBomber Defense,Cobra Mobile,Indie;Strategy,10.819778284410283,5.0,12.834683971615659,212,0.7264150943396226,65.4097701234599,2011,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Premium
71,104020,Storm in a Teacup,Cobra Mobile,Casual;Indie,10.819778284410283,5.0,12.834683971615659,132,0.6893939393939394,61.030888545215646,2012,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Premium
72,104100,Inside a Star-filled Sky,Jason Rohrer,Action;Strategy;Indie,9.903487552536127,8.0,12.54254845357358,79,0.6835443037974683,59.2164651264781,2011,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
73,104200,BEEP,Big Fat Alien,Adventure;Indie,13.122363377404328,2.0,14.220976332738882,4808,0.8471297836938436,81.41300054203266,2011,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Premium
74,104900,ORION: Prelude,DANKIE,Action;Adventure;Indie;RPG,14.508657738524219,1.0,15.068273812173887,29604,0.746149169031212,72.93309246911048,2013,4,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,Premium
75,105000,A New Beginning - Final Cut,Daedalic Entertainment,Adventure;Indie,12.206072645530174,10.99,15.162674461857694,1380,0.7594202898550725,71.63517933436546,2012,12,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Premium
76,105100,Lume,State of Play Games,Adventure;Casual;Indie,10.819778284410283,6.0,13.017005083966255,462,0.44805194805194803,41.27435072298911,2011,5,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Premium
77,105300,Critical Mass,Manic Game Studios,Casual;Indie,11.512925464970229,2.0,12.611541086966115,383,0.7806788511749347,71.55938073785451,2011,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Premium
78,105420,Ms. Splosion Man,Xbox Game Studios,Action;Indie,10.819778284410283,10.0,13.527829818844937,220,0.7772727272727272,70.07463705405837,2013,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
79,105450,Age of Empires® III: Complete Collection,Xbox Game Studios,Simulation;Strategy,14.508657738524219,38.0,18.705859693704824,20130,0.8935419771485346,87.09219877625513,2012,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Premium
80,105600,Terraria,Re-Logic,Action;Adventure;Indie;RPG,16.11809565095832,10.0,18.826145858727198,388715,0.9763528549194139,96.62153802377745,2011,5,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,Premium
81,105700,Tobe's Vertical Adventure,Secret Base,Action;Adventure;Indie,10.819778284410283,1.0,11.225256725762893,133,0.6165413533834586,54.59730189068498,2011,7,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
82,105800,PixelJunk™ Eden,Q-Games Ltd.,Action;Casual;Indie,12.206072645530174,10.0,15.068273812173887,705,0.798581560283688,74.31555503341446,2012,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,Premium
83,107100,Bastion,Supergiant Games,Action;Indie;RPG,14.508657738524219,15.5,17.809113568818024,30422,0.9605548616133062,93.90808151297466,2011,8,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,Premium
84,107200,Space Pirates and Zombies,MinMax Games Ltd.,Action;Indie;RPG;Strategy,13.122363377404328,10.0,15.830413711839864,2612,0.9157733537519143,87.29089738525411,2011,8,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,Premium
85,107300,Breath of Death VII,Zeboyd Games,RPG;Indie,13.122363377404328,0.0,0.0,1212,0.8407590759075908,79.11790253831349,2011,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Free
86,107310,Cthulhu Saves the World,Zeboyd Games,Indie;RPG,13.122363377404328,0.0,0.0,3160,0.9275316455696202,88.65351638704738,2011,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Free
87,107410,Arma 3,Bohemia Interactive,Action;Simulation;Strategy,15.424948470398375,30.0,19.23161096461314,142494,0.9013853214872205,88.87253651766386,2013,9,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,Premium
88,107600,Waves,Squid In A Box Ltd,Action;Casual;Indie,11.512925464970229,5.0,13.527829818844937,1058,0.9404536862003781,88.26809416480722,2011,11,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,Premium
89,108110,Starpoint Gemini,Little Green Men Games,RPG;Simulation,10.819778284410283,14.0,13.864301674514206,119,0.31092436974789917,27.413444957228307,2012,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Premium
90,108200,Ticket to Ride,Days of Wonder;Asmodee Digital,Casual;Indie;Strategy,13.122363377404328,10.0,15.830413711839864,2080,0.8528846153846154,81.0132180425577,2012,5,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,Premium
91,108210,Memoir '44 Online,Days of Wonder;Asmodee Digital,Casual;Simulation;Strategy,12.206072645530174,0.0,0.0,327,0.6085626911314985,55.536144121002366,2011,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,Free
92,108500,Vessel,IndiePub,Action;Indie;Strategy,12.206072645530174,19.0,15.710127563007966,629,0.8871224165341812,82.34035437450079,2012,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
93,108600,Project Zomboid,The Indie Stone,Indie;RPG;Simulation;Early Access,13.815510557964274,15.0,16.929025911619092,25316,0.8865934586822563,86.56458062650441,2013,11,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,Premium
94,108700,Death Rally,Remedy Entertainment,Action;Racing,10.819778284410283,10.0,13.527829818844937,576,0.7013888888888888,64.96601199575669,2012,8,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,Premium
95,108710,Alan Wake,Remedy Entertainment,Action;Adventure,14.508657738524219,15.5,17.809113568818024,27033,0.9134391299522805,89.2279324270554,2012,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Premium
96,108800,Crysis 2 - Maximum Edition,Electronic Arts,Action,13.815510557964274,29.0,17.588271519047417,8806,0.8304565069270952,80.34930642422195,2011,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
98,109600,Neverwinter,Perfect World Entertainment,Adventure;Free to Play;Massively Multiplayer;RPG,15.424948470398375,0.0,0.0,26006,0.7734753518418827,75.53476862118119,2013,12,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,Free
99,110500,Data Jammers: FastForward,Digital Eel,Action;Indie,10.819778284410283,0.0,0.0,87,0.6666666666666666,58.00640259415181,2011,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Free
100,110800,L.A. Noire,Rockstar Games,Adventure;Strategy,13.815510557964274,19.0,17.1654146803266,18365,0.8583174516743806,83.59806156170117,2011,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Premium
103,111100,Snuggle Truck,Owlchemy Labs,Casual;Indie;Racing,11.512925464970229,5.0,13.527829818844937,447,0.8232662192393736,75.7742869630529,2012,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,Premium
104,111400,Bunch of Heroes,Nimble Giant Entertainment,Action;Indie,11.512925464970229,5.0,13.527829818844937,396,0.4772727272727273,43.78793942407873,2011,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
105,111600,Serious Sam Double D XXL,Devolver Digital,Action;Indie,13.122363377404328,10.0,15.830413711839864,631,0.8510301109350238,78.99619163331273,2011,8,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
106,112100,Avadon: The Black Fortress,Spiderweb Software,RPG;Indie,12.206072645530174,10.0,15.068273812173887,449,0.8106904231625836,74.62544346430664,2011,8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Premium
107,113020,Monaco: What's Yours Is Mine,Pocketwatch Games,Action;Adventure;Casual;Indie;Strategy,14.508657738524219,15.0,17.77632374660947,8217,0.9073871242545941,87.73055483999312,2013,4,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Premium
108,113200,The Binding of Isaac,Edmund McMillen,Action;Adventure;Indie;RPG,14.508657738524219,5.0,16.677711496036597,46771,0.9572812212695901,93.84792365099248,2011,9,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Premium
109,113400,APB Reloaded,Little Orbit,Action;Free to Play;Massively Multiplayer,15.424948470398375,0.0,0.0,33399,0.6331327285248062,61.937073373373444,2011,12,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Free
110,115100,Costume Quest,Double Fine Productions,Adventure;Casual;RPG,12.206072645530174,10.0,15.068273812173887,3010,0.9292358803986711,88.75585693276037,2011,10,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,Premium
111,115110,Stacking,Double Fine Productions,Adventure;Indie,12.206072645530174,10.0,15.068273812173887,1458,0.8930041152263375,84.31905169801134,2012,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Premium
112,115120,Iron Brigade,Double Fine Productions,Action;Strategy,12.206072645530174,15.0,15.473738825043979,757,0.8309114927344782,77.44622705954217,2012,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
116,115320,Prototype 2,Activision,Action;Adventure,13.122363377404328,29.0,16.89512436147598,8628,0.7162726008344924,69.28731222479351,2012,7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Premium
117,115800,Owlboy,D-Pad Studio,Action;Adventure;Indie,12.206072645530174,24.0,15.943742382861155,4425,0.8598870056497175,82.55428699389229,2016,11,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
118,116100,Super Toy Cars,Eclipse Games,Indie;Racing,9.903487552536127,10.0,12.765691290604371,350,0.6,54.86065864490245,2014,6,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,Premium
119,200010,Quantum Conundrum,Square Enix,Casual;Strategy,12.206072645530174,9.0,14.962913328262083,1548,0.8430232558139535,79.68374638303075,2012,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Premium
120,200020,Global Ops: Commando Libya,Immanitas Entertainment GmbH,Action,10.819778284410283,5.0,12.834683971615659,334,0.41317365269461076,37.72824181773215,2011,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
121,200080,Nancy Drew®: Shadow at the Water's Edge,HeR Interactive,Adventure,9.903487552536127,7.25,12.444108750217069,122,0.7213114754098361,63.65948360803605,2011,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Premium
122,200130,Puzzler World 2,Puzzler,Casual;Indie;Strategy,10.819778284410283,5.0,12.834683971615659,195,0.7743589743589744,69.5313955930179,2011,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Premium
125,200190,Sideway™ New York,Playbrains,Adventure;Indie,10.819778284410283,10.0,13.527829818844937,111,0.6126126126126126,53.86044118989082,2011,11,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,Premium
126,200210,Realm of the Mad God,Deca Games,Action;Free to Play;Indie;Massively Multiplayer;RPG,12.206072645530174,0.0,0.0,31485,0.839733206288709,82.11533203864948,2012,2,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,Free
127,200230,Off-Road Drive,1C Entertainment,Racing;Simulation,10.819778284410283,5.0,12.834683971615659,488,0.6209016393442623,57.27700528855988,2011,9,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,Premium
128,200260,Batman: Arkham City - Game of the Year Edition,Warner Bros. Interactive Entertainment;Feral Interactive (Mac),Action;Adventure,14.508657738524219,19.0,18.012712520663676,30152,0.9546962058901566,93.32957831890441,2012,9,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Premium
129,200370,A Game of Dwarves,Paradox Interactive,Casual;Strategy,11.512925464970229,9.99,14.219975833072633,454,0.6211453744493393,57.19389169028813,2012,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Premium
130,200390,Oil Rush,Unigine Corp.,Indie;Strategy,12.206072645530174,8.0,14.845130332288226,354,0.4971751412429379,45.47342808108922,2012,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Premium
131,200410,SOL: Exodus,"Bit Planet Games, LLC",Action;Indie;Simulation,10.819778284410283,8.0,13.304686600863562,94,0.5,43.65274596505698,2012,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,Premium
132,200490,Memento Mori,Bohemia Interactive,Adventure,10.819778284410283,11.0,13.623139877437296,128,0.625,55.26398913414936,2012,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Premium
134,200550,Dungeons - The Dark Lord,Kalypso Media Digital,RPG;Simulation;Strategy,11.512925464970229,19.0,14.862829903121964,192,0.3854166666666667,34.58910013859067,2011,9,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,Premium
136,200710,Torchlight II,Runic Games,Action;Adventure;Indie;RPG,14.508657738524219,19.0,18.012712520663676,33449,0.9429579359622111,92.24706995399639,2012,9,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,Premium
137,200900,Cave Story+,"Nicalis, Inc.",Action;Adventure;Indie,13.122363377404328,15.0,16.23587877550359,5658,0.954931071049841,91.9510560650219,2011,11,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
