,appid,name,publisher,genres,owners,price,economic_success,total_ratings,rating_ratio,rating,release_year,release_month,local_multi_player,mmo,multi_player,online_co_op,online_multi_player,single_player,action,adventure,casual,indie,massively_multiplayer,rpg,racing,simulation,sports,strategyviolent,type
2694,320610,Questerium: Sinister Trinity HD Collector's Edition,Buka Entertainment,Adventure;Casual,9.903487552536127,7.0,12.409017571151187,153,0.7908496732026143,70.40427045411253,2015,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Premium
2696,320650,Season Match 2,Buka Entertainment,Adventure;Casual,9.903487552536127,4.0,11.849404844423074,76,0.5921052631578947,51.203364024138395,2014,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Premium
2697,320670,Season Match 3 - Curse of the Witch Crow,Buka Entertainment,Adventure;Casual,9.903487552536127,5.0,12.07254696717504,104,0.7884615384615384,69.13408144092692,2014,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Premium
2698,320690,The Treasures of Montezuma 3,Buka Entertainment,Adventure;Casual;Indie,9.903487552536127,4.0,11.849404844423074,226,0.6814159292035398,61.486596404360874,2014,10,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Premium
2699,320760,Tokyo School Life,Dogenzaka Lab,Adventure,9.903487552536127,15.0,13.171155446333852,634,0.9416403785488959,87.41664316203129,2015,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Premium
2700,320790,Fabula Mortis,Deadghost Interactive,Action;Indie,9.903487552536127,8.25,12.573320004015606,80,0.45,39.0066273571132,2014,10,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Premium
2701,320820,Toren,Versus Evil,Adventure;Indie,10.819778284410283,10.0,13.527829818844937,1135,0.6537444933920705,61.44241300555608,2015,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Premium
2702,320840,Wings! Remastered Edition,Cinemaware,Action;Simulation,9.903487552536127,15.0,13.171155446333852,355,0.7746478873239436,70.85768138008123,2014,10,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Premium
2703,320970,IGT Slots Paradise Garden,Viva Media,Casual,10.819778284410283,19.0,14.169683073439028,100,0.6,52.52243149855762,2014,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Premium
2704,321030,ONE DAY for Ched,Bs1 & Bslteam,Action;Adventure;Indie,10.819778284410283,4.0,12.611541086966115,269,0.45724907063197023,41.4864341467441,2014,9,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
2706,321150,Melissa K. and the Heart of Gold Collector's Edition,KISS ltd,Adventure;Casual;Indie,12.206072645530174,10.0,15.068273812173887,715,0.7216783216783217,67.18014496427621,2014,9,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Premium
2709,321260,Wickland,Mad Ram Software,Action;Indie,10.819778284410283,1.0,11.225256725762893,835,0.5425149700598803,50.6729231247941,2015,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Premium
2710,321270,UNLOVED,Paul Schneider,Action,10.819778284410283,10.0,13.527829818844937,798,0.7731829573934837,72.1481994376962,2016,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
2711,321290,Dandelion - Wishes brought to you -,Cheritz,Simulation,9.903487552536127,29.0,13.830400155679214,580,0.8810344827586207,81.61915003430765,2014,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Premium
2713,321350,Fairspace,Sub Orbital Software,Action;Indie;Simulation;Strategy,9.903487552536127,9.3,12.693120812822663,25,0.64,51.99946639255687,2015,10,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,Premium
2714,321360,Primal Carnage: Extinction,Circle Five Publishing,Action;Indie,12.206072645530174,13.0,15.330638010707329,4534,0.7434936038817821,71.40149400255177,2015,4,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2717,321400,Supraball,Supra Games,Action;Casual;Free to Play;Indie;Sports,13.122363377404328,0.0,0.0,2943,0.7862725110431532,75.0767572581308,2019,2,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,Free
2718,321480,Sigils of Elohim,Devolver Digital,Casual;Free to Play;Indie;Strategy,12.206072645530174,0.0,0.0,942,0.9193205944798302,86.08389263957211,2014,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Free
2720,321560,The Sun and Moon,Digerati;Kot in Action Creative Artel,Action;Indie,9.903487552536127,7.0,12.409017571151187,147,0.8639455782312925,76.79740267322892,2014,11,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2725,321800,Icewind Dale: Enhanced Edition,Beamdog,Adventure;RPG;Strategy,12.206072645530174,19.0,15.710127563007966,1110,0.8612612612612612,80.91113435031136,2014,10,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,Premium
2726,321830,Cavern Kings,Vine,Action;Casual;Indie;Early Access,9.903487552536127,10.0,12.765691290604371,214,0.7149532710280374,64.39769111259426,2014,9,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,Premium
2727,321840,Rising Angels: Reborn,Sekai Project,Adventure;Casual;Free to Play;Indie;Simulation,11.512925464970229,0.0,0.0,590,0.8050847457627118,74.61351766546527,2014,9,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,Free
2728,321870,Silence of the Sleep,Jesse Makkonen,Adventure;Indie,10.819778284410283,5.0,12.834683971615659,544,0.7444852941176471,68.86268672410928,2014,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Premium
2731,321920,Schein,Meridian4,Action;Adventure;Indie,11.512925464970229,9.0,14.115615891155079,274,0.7627737226277372,69.24578424541752,2014,10,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
2733,321950,Yury,Cubic Pie,Action;Adventure;Indie,11.512925464970229,2.0,12.611541086966115,485,0.4927835051546392,45.45126591965314,2014,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
2734,321960,Might & Magic® Heroes® VII,Ubisoft,RPG;Strategy,12.206072645530174,46.99,16.61562330738353,3602,0.4869516935036091,46.626013241789444,2015,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Premium
2738,322110,20XX,Batterystaple Games,Action;Indie,12.206072645530174,15.0,15.473738825043979,3142,0.928071292170592,88.69803802628266,2017,8,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2740,322170,Geometry Dash,RobTop Games,Action;Indie,13.815510557964274,4.0,15.607270193858982,71707,0.948066437028463,93.16930970383216,2014,12,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2741,322190,SteamWorld Heist,Image & Form Games,Action;Adventure;Indie;RPG;Strategy,13.122363377404328,15.5,16.268668595459197,3160,0.9563291139240506,91.40597970715018,2016,6,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,Premium
2742,322210,"Guns, Gore & Cannoli",Crazy Monkey Studios,Action;Indie,11.512925464970229,10.0,14.220976332738882,2011,0.9239184485330681,87.71328135699444,2015,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2743,322290,Gurumin: A Monstrous Adventure,Mastiff,Action;Adventure;RPG,10.819778284410283,10.0,13.527829818844937,613,0.9184339314845025,85.19532271454104,2015,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Premium
2744,322300,The Repopulation,IF Studios,Indie;Massively Multiplayer;RPG;Early Access,10.819778284410283,19.0,14.169683073439028,1081,0.5827937095282146,54.722308906722006,2014,12,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Premium
2745,322330,Don't Starve Together,Klei Entertainment,Adventure;Indie;Simulation,15.424948470398375,15.0,18.538463788497637,156647,0.9651509444802645,95.197635662449,2016,4,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,Premium
2747,322450,FRAMED Collection,Fellow Traveller,Adventure;Casual;Indie,9.903487552536127,10.5,12.814481318719762,292,0.9383561643835616,85.34896106553676,2018,5,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Premium
2748,322500,SUPERHOT,SUPERHOT Team,Action;Indie,13.815510557964274,23.95,17.396944017765133,20138,0.8826596484258615,86.0317817224818,2016,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2749,322520,DYNASTY WARRIORS 8 Empires,"KOEI TECMO GAMES CO., LTD.",Action,10.819778284410283,48.0,15.096444681204078,980,0.6469387755102041,60.62709381351959,2015,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
2750,322540,Galactic Inheritors,Plug In Digital;Argonauts Interactive,Indie;Strategy,9.903487552536127,19.0,13.407543823396258,74,0.4594594594594595,39.68316073059698,2015,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Premium
2752,322680,BLACKHOLE,1C Entertainment,Action;Adventure;Indie,11.512925464970229,9.0,14.115615891155079,784,0.8839285714285714,82.45069393428227,2015,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
2753,322750,Drifting Lands,Alkemi,Action;Indie;RPG,9.903487552536127,18.0,13.353476685668044,230,0.8130434782608695,73.40546501180137,2017,6,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,Premium
2754,322770,Vanishing Realms™,Indimo Labs LLC,Action;Adventure;RPG,12.206072645530174,19.5,15.736103045555433,2414,0.9179784589892295,87.39794429739965,2019,8,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Premium
2755,322850,Pro Cycling Manager 2015,Focus Home Interactive,Simulation;Sports,10.819778284410283,5.9,13.000198003314573,335,0.5880597014925373,53.70224213907662,2015,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,Premium
2756,322900,"War, the Game",GabberGames.com,Indie;Strategy,9.903487552536127,7.0,12.409017571151187,395,0.6987341772151898,64.10179651820998,2015,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Premium
2757,322910,"Warhammer 40,000: Regicide",Hammerfall Publishing,Action;Indie;Strategy,12.206072645530174,10.5,15.11706396273788,1704,0.7071596244131455,66.95203291180792,2015,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2758,322930,aerofly RC 7,IPACS,Indie;Simulation,9.903487552536127,39.99,14.151733477794354,104,0.7692307692307693,67.44788433261164,2014,11,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Premium
2760,322970,Subject 13,Microids,Adventure;Indie,10.819778284410283,10.0,13.527829818844937,225,0.6088888888888889,54.93431347170022,2015,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Premium
2761,322980,Gods vs Humans,Microids Indie,Action;Casual;Strategy,9.903487552536127,5.0,12.07254696717504,96,0.5416666666666666,47.33346515360379,2014,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Premium
2764,323040,Laserlife,Choice Provisions,Indie,9.903487552536127,10.5,12.814481318719762,89,0.7865168539325843,68.5034058073383,2015,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Premium
2765,323060,Tharsis,Choice Provisions,Indie;RPG;Strategy,11.512925464970229,15.0,14.626441218624949,2081,0.6938971648246035,65.91193028886696,2016,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Premium
2766,323190,Frostpunk,11 bit studios,Simulation;Strategy,13.815510557964274,30.0,17.622173069956816,36585,0.8897362306956403,87.09198276760615,2018,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Premium
2767,323220,Vagante,Nuke Nine,Action;Adventure;Indie;RPG,11.512925464970229,15.0,14.626441218624949,2321,0.9030590262817751,85.92603833841825,2018,2,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,Premium
2769,323250,Hexus,1C Entertainment,Casual;Strategy,9.903487552536127,5.0,12.07254696717504,62,0.7580645161290323,64.91663177091958,2014,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Premium
2770,323260,Robin's Island Adventure,1C Entertainment;Shaman Games Studio,Casual,9.903487552536127,5.0,12.07254696717504,33,0.5151515151515151,42.605024519122566,2014,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Premium
2771,323270,Jane Angel: Templar Mystery,1C Entertainment;Shaman Games Studio,Casual,9.903487552536127,5.0,12.07254696717504,45,0.5111111111111111,43.03977665597951,2014,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Premium
2772,323280,Sea Legends: Phantasmal Light Collector's Edition,1C Entertainment;Shaman Games Studio,Casual,9.903487552536127,5.0,12.07254696717504,90,0.7888888888888889,68.74380548473762,2014,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Premium
2773,323320,Grow Home,Ubisoft,Adventure;Casual;Indie,12.206072645530174,9.29,14.994627293841658,4408,0.911978221415608,87.55113263436456,2015,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Premium
2774,323380,The Magic Circle,Question,Action;Adventure;Indie;Simulation;Strategy,11.512925464970229,19.0,14.862829903121964,1174,0.9275979557069847,87.23703390729275,2015,7,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,Premium
2775,323430,Crow,Sunside Games,Action;Adventure;Indie,9.903487552536127,10.0,12.765691290604371,105,0.6571428571428571,57.64282792026971,2014,10,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
2776,323450,Alphadia Genesis,KEMCO,Action;Adventure;RPG,9.903487552536127,10.0,12.765691290604371,106,0.8301886792452831,72.8507301662038,2015,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Premium
2777,323460,Raiden IV: OverKill,"H2 Interactive Co., Ltd.",Action,10.819778284410283,15.0,13.933294482509151,410,0.8585365853658536,78.84097858499925,2015,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
2778,323470,DRAGON BALL XENOVERSE,BANDAI NAMCO Entertainment,Action,13.122363377404328,43.0,17.289028632213807,14613,0.8838020940258674,85.91641419835966,2015,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
2780,323580,Jotun: Valhalla Edition,Thunder Lotus Games,Action;Adventure;Indie,14.508657738524219,15.5,17.809113568818024,7189,0.7838364167478091,75.67841064691521,2015,9,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
2781,323630,Ubinota,Plug In Digital,Indie,11.512925464970229,0.0,0.0,196,0.9132653061224489,82.01837134128085,2015,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Free
2785,323720,Decay: The Mare,Daedalic Entertainment,Adventure;Indie,11.512925464970229,5.9,13.69334405393293,1069,0.7315247895229187,68.67262695029854,2015,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Premium
2786,323780,Fireworks Simulator,rondomedia GmbH,Simulation,9.903487552536127,11.3,12.887908594631655,175,0.56,50.09538802889952,2014,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Premium
2787,323850,Move or Die,Those Awesome Guys,Action;Indie,13.815510557964274,15.0,16.929025911619092,13062,0.8908283570662991,86.51414595464713,2016,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2788,324050,Farm Mechanic Simulator 2015,Ravenscourt,Simulation,9.903487552536127,10.0,12.765691290604371,73,0.5342465753424658,46.112981595542855,2015,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Premium
2789,324070,iO,Gamious,Action;Indie;Racing,10.819778284410283,5.0,12.834683971615659,194,0.8298969072164949,74.50521441315796,2014,12,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,Premium
2790,324080,Rising World,JIW-Games,Action;Adventure;Indie;RPG;Early Access,11.512925464970229,15.0,14.626441218624949,3567,0.8197364732268012,78.48017081297316,2014,12,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,Premium
2791,324090,Football Club Simulator - FCS NS#19,FX Interactive,Simulation;Sports;Strategy,9.903487552536127,9.95,12.760678763138289,149,0.6375838926174496,56.70433820178936,2016,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,Premium
2792,324110,Moto Racer Collection,Microids,Racing;Sports,9.903487552536127,10.0,12.765691290604371,83,0.4819277108433735,41.844051895581394,2014,10,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,Premium
2793,324120,Verde Station,Duelboot,Adventure;Casual;Indie,9.903487552536127,0.0,0.0,279,0.7347670250896058,66.73993297134008,2014,12,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Free
2794,324140,Kalimba,Xbox Game Studios,Action;Casual,9.903487552536127,10.0,12.765691290604371,231,0.935064935064935,84.43395254306668,2015,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,Premium
2795,324160,CLANNAD,Sekai Project,Adventure;Casual,10.819778284410283,44.5,15.020732881316066,2744,0.982871720116618,93.75441482225564,2015,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Premium
2799,324260,VoidExpanse,AtomicTorch Studio,Action;Indie;RPG;Simulation;Strategy,10.819778284410283,15.0,13.933294482509151,670,0.7164179104477612,66.59275848878049,2015,4,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,Premium
2801,324310,Bus Simulator 16,astragon Entertainment,Simulation,12.206072645530174,17.0,15.598901945589025,2572,0.6349144634525661,60.50578496340937,2016,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Premium
2804,324420,Desert Ashes,Nine Tales Digital,Indie;Strategy,9.903487552536127,5.0,12.07254696717504,73,0.5616438356164384,48.47774988249377,2014,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Premium
2805,324470,SinaRun,Princesseuh,Indie;Racing;Early Access,9.903487552536127,3.0,11.561725152903833,183,0.7759562841530054,69.52273609811628,2015,10,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,Premium
2806,324510,Boundless,Square Enix,Action;Adventure;Indie;Massively Multiplayer;RPG,9.903487552536127,39.99,14.151733477794354,1919,0.7217300677436165,68.4664330019631,2018,9,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,Premium
2807,324520,Defense Zone 3 Ultra HD,Artem Kotov,Action;Indie;Strategy,10.819778284410283,4.0,12.611541086966115,243,0.7860082304526749,71.08941856397614,2016,12,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2808,324570,Halo: Spartan Strike,Xbox Game Studios,Action,11.512925464970229,3.0,13.017005083966255,720,0.8222222222222222,76.55154439218136,2015,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
2809,324610,The Shopkeeper,Mastertronic,Adventure;Indie,9.903487552536127,3.0,11.561725152903833,136,0.1323529411764706,11.730466968079439,2014,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Premium
2810,324650,Gemini: Heroes Reborn,Phosphor Games,Action;Adventure,10.819778284410283,5.0,12.834683971615659,406,0.7832512315270936,71.90852418548792,2016,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Premium
2814,324740,The Warlock of Firetop Mountain,Tin Man Games,Action;Adventure;Indie,10.819778284410283,19.0,14.169683073439028,496,0.7701612903225806,71.07501978041698,2016,8,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
2816,324760,Monster Truck Destruction,ODD Games,Action;Racing,9.903487552536127,5.0,12.07254696717504,308,0.4512987012987013,41.11305450399668,2015,7,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Premium
2817,324770,eXperience 112,Microids,Adventure,9.903487552536127,10.0,12.765691290604371,72,0.5416666666666666,46.72301498712509,2014,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Premium
2818,324800,Shadow Warrior 2,Devolver Digital,Action;Adventure,13.122363377404328,38.0,17.1654146803266,13620,0.881424375917768,85.6326663077666,2016,10,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Premium
2819,324810,TOXIKK™,Reakktor Studios,Action;Free to Play;Indie,13.122363377404328,0.0,0.0,5182,0.7661134697028175,73.69349848052576,2016,9,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,Free
2821,325090,Deep Dungeons of Doom,Bossa Studios,Adventure;Casual;RPG,12.206072645530174,5.0,14.375126917328105,603,0.7960199004975125,73.8114590362001,2014,10,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,Premium
2822,325110,Save the Furries,Microids Indie,Casual,9.903487552536127,7.0,12.409017571151187,38,0.7105263157894737,59.26050858998679,2014,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Premium
2823,325120,Notch - The Innocent LunA: Eclipsed SinnerS,DigitalEZ,Adventure;Casual;Indie,10.819778284410283,10.0,13.527829818844937,756,0.8915343915343915,83.09425872124073,2015,6,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Premium
2824,325150,Run or Die,Team Flow,Action;Indie,9.903487552536127,5.0,12.07254696717504,144,0.875,77.71994139948016,2014,12,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2829,325370,Nova-111,Funktronic Labs,Action;Adventure;Indie;Strategy,9.903487552536127,5.0,12.07254696717504,153,0.7843137254901961,69.82241697928517,2015,8,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Premium
2830,325420,Homebrew - Patent Unknown,Copybugpaste,Action;Indie;Racing;Simulation;Early Access,10.819778284410283,17.5,14.087445035352388,843,0.7722419928825622,72.14486771226684,2014,11,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,Premium
2833,325520,Fire,EuroVideo Medien,Adventure;Casual;Indie,9.903487552536127,9.99,12.764690793130782,370,0.8540540540540541,78.2109695304068,2015,4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Premium
2835,325730,The Hive,Skydome Entertainment,Action;Adventure;Casual;Indie;RPG;Strategy,9.903487552536127,15.5,13.203945207713025,243,0.7366255144032922,66.62306765943313,2016,8,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,Premium
2836,325790,Fallen: A2P Protocol,Red Katana,Indie;RPG;Strategy,9.903487552536127,10.5,12.814481318719762,220,0.38181818181818183,34.42262872830938,2015,8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Premium
2840,326120,Horizon Shift,KISS ltd,Action;Indie,12.206072645530174,5.0,14.375126917328105,305,0.7868852459016393,71.66419798478577,2015,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2842,326150,Death Skid Marks,Studio Whisky Tango Inc.,Action;Indie;RPG,9.903487552536127,10.0,12.765691290604371,597,0.9262981574539364,85.87131355106308,2014,11,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,Premium
2843,326160,Shroud of the Avatar: Forsaken Virtues,Portalarium,Free to Play;Massively Multiplayer;RPG,11.512925464970229,0.0,0.0,2366,0.5122569737954353,48.75554925477117,2018,3,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,Free
2844,326180,Sinister City,Jetdogs Studios,Adventure;Casual;Indie,12.206072645530174,1.0,12.765691290604371,1459,0.6614119259766964,62.45246232990057,2014,10,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Premium
2845,326190,Alchemy Mysteries: Prague Legends,Jetdogs Studios,Adventure;Casual;Indie,11.512925464970229,2.0,12.611541086966115,1035,0.7710144927536232,72.33364068488459,2014,12,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Premium
2847,326340,River City Super Sports Challenge ~All Stars Special~,"H2 Interactive Co., Ltd.",Action;Adventure;Sports,11.512925464970229,19.0,14.862829903121964,679,0.6892488954344624,64.08677732547979,2015,12,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,Premium
2848,326360,Warspear Online,AIGRIND,Free to Play;Massively Multiplayer;RPG,12.206072645530174,0.0,0.0,1134,0.7275132275132276,68.3744340078863,2017,11,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Free
2850,326410,Windward,Tasharen Entertainment Inc.,Action;Adventure;Indie;RPG,12.206072645530174,10.0,15.068273812173887,2940,0.7979591836734694,76.19154609982971,2015,5,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,Premium
2852,326460,ShellShock Live,kChamp Games,Action;Casual;Indie;Massively Multiplayer;Strategy;Early Access,13.815510557964274,7.0,16.166885910365842,16465,0.9135135135135135,88.89457581026106,2015,3,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,Premium
2854,326480,If My Heart Had Wings,MoeNovel,Adventure;Casual;Simulation,12.206072645530174,15.0,15.473738825043979,3403,0.9224213928886277,88.25497095400505,2014,11,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,Premium
2855,326520,Chime Sharp,Chilled Mouse,Casual,9.903487552536127,10.0,12.765691290604371,113,0.7699115044247787,67.73946720132058,2016,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Premium
2856,326590,Cinemaware Anthology: 1986-1991,Cinemaware,Action;Simulation;Sports;Strategy,9.903487552536127,10.0,12.765691290604371,70,0.7571428571428571,65.2221586551488,2014,11,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,Premium
2858,326650,The Legend of Candlewind: Nights & Candles,2tainment GmbH,Indie;RPG,9.903487552536127,10.0,12.765691290604371,49,0.12244897959183673,10.35914741527193,2015,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Premium
2859,326670,Warhammer Quest,Chilled Mouse,RPG;Strategy,10.819778284410283,14.99,13.932627594114434,819,0.6837606837606838,63.8394864496751,2015,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Premium
2861,326730,Whisper of a Rose,Degica,Adventure;Indie;RPG,10.819778284410283,10.0,13.527829818844937,79,0.46835443037974683,40.57424462369796,2014,11,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,Premium
2863,326950,Sword of Asumi,Dharker Studio,Adventure;Indie;RPG,10.819778284410283,10.5,13.576619919522388,349,0.7392550143266475,67.58792090067877,2015,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,Premium
2864,326960,Killing Floor - Toy Master,Tripwire Interactive,Action,13.122363377404328,0.0,0.0,24,0.9166666666666666,74.2742645162505,2014,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Free
2867,327010,Motorama,KISS ltd,Action;Racing,11.512925464970229,19.0,14.862829903121964,344,0.3488372093023256,31.880182890641702,2014,11,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Premium
2868,327030,Worms W.M.D,Team17 Digital Ltd,Action;Strategy,13.122363377404328,34.0,17.05418904934434,3863,0.7947191302096815,76.16534163126619,2016,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Premium
2869,327060,FEIST,Finji,Action;Indie,9.903487552536127,10.0,12.765691290604371,474,0.770042194092827,70.98251460938927,2015,7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Premium
2870,327070,Gloria Victis,Black Eye Games,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access,11.512925464970229,19.99,14.91362305509073,4873,0.6971065052329161,67.00603848803449,2016,6,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,Premium
2871,327090,Out of Reach,Space Boat Studios,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation,11.512925464970229,15.0,14.626441218624949,2593,0.6020053991515619,57.37655075833399,2018,7,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,Premium
2875,327220,Anna's Quest,Daedalic Entertainment,Adventure;Indie,12.206072645530174,21.99,15.856276367961446,1166,0.8833619210977701,83.06597687466787,2015,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Premium
